Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range,Information Technology,Telecommunications,Engineering,Sciences,Finance,Healthcare,Management,Consulting,Logistics,Civil,Others,python,java,scala,hadoop,sql,spark,tensor,scikit,linux,pytorch,theano,caffe,Matlab,perl,deep,nlp,apache,mapreduce,aws,azure,container,kafka,cassandra,julia,jupyter,nltk,tableau,power bi,sas,pandas,git,hive,impala,agile,machine,bash,natural language,oracle,cloud,flask,golang,optimization,c#,opencv,vision,api,jira
MCF-2020-0051194,Contract Permanent,IT - Data & Analytics Software Engineer,NTT DATA SINGAPORE PTE. LTD.,Posted 02 Mar 2020,3,Executive,Information Technology,requirements clients business analysts & based innovate new solutions/ usage present ( guide ) maintenance ( ) server (2014- 2017) queries optimization data model ssrs (2014 2017) powerbi ssis (2014 2017) plus exposure data visualization tools (tableau qlik) exposure data analytics data science (python spark ) exposure development .net (2.0 4.5) communication (written verbal) organizational strong desire emerging technologies understanding diversity,5000.0,8500.0,6750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MCF-2020-0050645,Permanent,Head of Data Engineering,STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,8,Senior Management,General Management Information Technology,software . focus cloud tools . demonstrated cloud architecture. business science product teams analytics tools worked new e- data products. - data data security . deliver high . discipline outcomes manner,13000.0,20000.0,16500.0,High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MCF-2020-0050648,Permanent,User Research Lead (Fairprice),STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,7,Manager,Engineering,lead - lead researchers - -progress research online e- members help effectively product cross functional teams research members towards organisation ( remote - studies ) ( ). research data market research product engineers deliver integrated product view recommendations analytical problem solving quantitative across organisation improve products build customers users. deliver high quality supervision. focus align goal ba/bs computer -computer field . minimum 7 product setting. minimum 2 managing independently . written communication . analysis self starter programming used data manipulation ( python r matlab c++ java go) sql. .,6000.0,12000.0,9000.0,High,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0050254,Permanent,AVP Enterprise Data Governance,SCIENTE INTERNATIONAL PTE. LTD.,Posted 28 Feb 2020,10,Manager,Insurance,degree computer science engineering information working 2 - data quality data challenges use data understanding various data / data management data strong change management interest business process modeling - various data . certification data science data analytics . develop maintain data policies business needs standards various data manage practices accordance & guidelines - across technical stakeholders support root cause analysis & supporting data data group member .,5000.0,10000.0,7500.0,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050299,Permanent,DATA ENGINEER,MAGRATH (SINGAPORE) PTE. LTD.,Posted 28 Feb 2020,5,Professional,Banking  Finance,gather data scale ( .). data suitable analysis. changes. microservices. -use . bachelors degree computer science engineering subject. data preferably finance- python c++ development. sql . debugging unix/ development environment. critical thinking: track complex data solve problems. self-starter: learn technologies projects. player excellent communication . capable across . / interest trading . highly systems. web application development real- applications. large datasets transactions . exposure + database q scripting.,10000.0,14000.0,12000.0,High,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JOB-2019-0225564,Permanent,Assistant Director Strategic Planning and Policy (Data & Statistical Analysis),INTELLECTUAL PROPERTY OFFICE OF SINGAPORE,Posted 28 Feb 2020,3,Manager,Public  Civil Service,deliver range research statistical analysis (including ) efforts build assets . degree science statistics mathematics field relevant data / statistical analysis capacity ( ) ideas/insights (b) (c) articulate willingness experiment risks player.,4600.0,7600.0,6100.0,High,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050052,Permanent,Lead Product Manager - Grablink,GRABLINK PTE. LTD.,Posted 28 Feb 2020,3,Professional,Engineering,role open define vision product responsible product. functions. shape vision roadmap start- . collaborate engineering define maintain execute experiences users. define requirements specifications solve problems scale. collaboration company internal functions company - science payments . market research use product development. 3+ management company masters computer science software engineering information fields strong analytical creative problem solving strong business acumen results-oriented strong interest supply- programming tech payments would plus,12000.0,18000.0,15000.0,High,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0048687,Permanent,Senior Data Scientist - Data Intelligence Expert,PALO IT SINGAPORE PTE. LTD.,Posted 27 Feb 2020,10,Professional,Consulting Information Technology,develop advanced analytics drive data company clients. act big data technologies . closely sales / big . set clients . company networking opportunities. ai & machine fit clients state- - -art methods solve problems efficient statistical machine learning techniques patterns large data potential improvement 10 + business intelligence / big data / analytics . familiar : proven planning analytics business . industries. communicate vision purpose teams clients.,8000.0,12000.0,10000.0,High,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0048242,Permanent,Lead Data Engineer,JEWEL PAYMENTECH PTE. LTD.,Posted 27 Feb 2020,10,Professional,Information Technology,/ functional requirements lead /architecture solutions meet requirements. - -end deployment well maintenance based practices. delivery clear & solutions/code. code based guidelines. technologies. contribute development practices/ . strong -player excellent english written spoken. 10+ . b. . masters equivalent quantitative field (computer science artificial intelligence .). 2 programming languages python/java/scala. depth 2 hadoop/spark/ /flink/kafka. depth database (hbase/cassandra/ /neo4j/ / ) machine learning logistic regression/ svm/ . advanced data structures algorithms. large tensorflow/pytorch learning cnn/rnn /gcp. search/solr/lucene. ci/cd jenkins/ /ansible. solver use initiative solutions. information others way. approach methods processes. get . start- environment,8500.0,11000.0,9750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MCF-2020-0048325,Contract Permanent,Research Engineer (Data Analytics) I2R,A*STAR RESEARCH ENTITIES,Posted 27 Feb 2020,,Professional,Sciences  Laboratory  R&D,minimum bachelor computer science computer engineering mathematics statistics data science expertise one : data mining data deep learning methods techniques solving real- independently innovate develop prototypes demonstrate feasibility research python (keras/tensorflow/ pytorch/ ) r matlab player research engineering ethics interpersonal communication,3000.0,5500.0,4250.0,Low,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0048823,Permanent,Solution Architect,SIEMENS MOBILITY PTE. LTD.,Posted 27 Feb 2020,5,Professional,Engineering,-development management system ensure business requirements business scientist developers integration solution lifecycle management management implementation requirements proficiency architecture cycle field software development software strong big data technologies / : business intelligence data science machine learning artificial concepts tools ( integration ( ) ) non- - software engineering program,9500.0,13000.0,11250.0,High,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0049132,Permanent,Energy Engineer,METRON APAC PTE. LTD.,Posted 27 Feb 2020,5,Professional,Engineering,metron energy culture open- industry. metron developed customers ai machine learning . provide - platform matter experts data science. metron fast- - . metron . . solutions science tools methodologies : statistical prepare present deliverables client: . model set identify improvements implement platform participate customer needs pre-sales create partnership stakeholders management : support implementation phases manage project: travel % time master engineering equivalent / control systems. project . oral written communication english. players world energy proposal creative implementing . problem solving attitude. (internal external) proficiency : 5 background industrial mechanical engineering specialization: project processes industry. field study: master science engineer ( 5 ) training use energy technical ( 5 ) project management industries flexible environment - home. support /,3000.0,6000.0,4500.0,Low,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MCF-2020-0048361,Contract Permanent,Scientist (Deep Learning 2.0) I2R,A*STAR RESEARCH ENTITIES,Posted 27 Feb 2020,,Professional,Sciences  Laboratory  R&D,science statistics data science intensive fields expertise one : corporate application oriented environments plus independently well teams highly desired communication proposals reports publications one tensor caffe cntk. strong programming abilities (e.g. perl bash c/c++ java python r matlab) computer vision deep learning desirable,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0048842,Permanent,Principal Analyst (Finance Analytics),SINGHEALTH COMMUNITY HOSPITALS,Posted 27 Feb 2020,8,Manager,Banking  Finance Engineering Healthcare  Pharmaceutical Others,masters degree / bachelors degree science/ analytics quantitative disciplines. preferably 5 technical 2 . financial/statistical modelling machine learning data mining track record solving problems methods healthcare prior algorithms tools r/python/sql. understanding strong analytical problem-solving independently well fast-paced environment.,4500.0,6500.0,5500.0,Med,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0047856,Permanent,Researcher,NEC ASIA PACIFIC PTE. LTD.,Posted 26 Feb 2020,3,Middle Management,Sciences  Laboratory  R&D,research & development create value finding customers/ customer data( data .) issues technologies. expertise algorithms data . ph. . masters degree computer statistics data mining machine quantitative discipline. 5 . deep understanding statistical -learning recommendation optimization algorithms. expert - variety tools. database technologies. programming c/c++ java python / r use statistical r . bi tools power equivalent. - technical desirable. excellent written . .,4500.0,6000.0,5250.0,Med,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MCF-2020-0047975,Contract,Assistant Manager / Manager,NATIONAL UNIVERSITY OF SINGAPORE,Posted 26 Feb 2020,,Manager,General Management,degree (masters phd) computer science information engineering fields (e.g. data informatics ). problem solving . sql open- (e.g. python r) plus. maintaining cluster. competent written spoken english. player supervision independently. self-driven excellent interpersonal . organization multi-task fast-paced environment.,3100.0,4700.0,3900.0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0047557,Contract Permanent,Scientist (Industrial IOT Innovation) Computing & Intelligence IHPC A*STAR,A*STAR RESEARCH ENTITIES,Posted 26 Feb 2020,,Professional,Engineering Information Technology Sciences  Laboratory  R&D,phd computer science/engineering equivalent expertise one : parallel distributed privacy . programming : multi-language (c++ c# java ) (tcp/ ) parallel programming (multi- ) web- . strong background infrastructure k- preferable - experiences platforms (e.g. docker) database preferable,4500.0,9000.0,6750.0,High,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCF-2020-0047551,Contract Permanent,Research Engineer (Industrial IOT Innovation) Computing & Intelligence IHPC A*STAR,A*STAR RESEARCH ENTITIES,Posted 26 Feb 2020,,Fresh/entry level,Engineering Information Technology Sciences  Laboratory  R&D,master/ bachelor computer science/engineering equivalent expertise development : multi-language (c++ c# java ) (tcp/ ) parallel programming (multi- ) web- - experiences platforms (e.g. docker) database preferable data security privacy preferable,3000.0,6000.0,4500.0,Low,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCF-2020-0047573,Contract Permanent,Senior /  Research Engineer (Sustainable Hybrid Lighting System) Computing & Intelligence IHPC A*STAR,A*STAR RESEARCH ENTITIES,Posted 26 Feb 2020,,Fresh/entry level,Engineering Information Technology Sciences  Laboratory  R&D,bachelor master degree information technology/computer science/engineering relevant discipline previous data science/machine learning programming python communication interact spirit fast-paced environment,3000.0,6000.0,4500.0,Low,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JOB-2019-0134334,Permanent,Data Scientist,GOVERNMENT TECHNOLOGY AGENCY,Posted 06 Dec 2019,,Middle Management,Information Technology Public  Civil Service,closely stakeholders understand needs/ scope problem case data actionable used . perform pre- engineering models analysis. appropriate communicate effectively. stakeholders based insights. needs dashboards tools data exploration well may expected. deployed scientist. data analytics projects well services teams data planning pipeline bachelor degree computer science science . (e.g. ) minimum 2 preferably data science field well deep understand business needs techniques machine learning data relevant one : data science tools r qlik excellent communication oral written ideas strong problem solving player passion use analytics data service data science tools r qlik,5000.0,9000.0,7000.0,High,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
JOB-2019-0235679,Permanent,Data Scientist Artificial Intelligence Platforms,GOVERNMENT TECHNOLOGY AGENCY,Posted 06 Dec 2019,,Middle Management,Information Technology Public  Civil Service,policy insights closely product scientists engineers develop test - engineers models operation learn new things members multi-disciplinary - ideas testing . quickly possible . ownership - addition means done ideas . . - working new means working . learn new technologies languages encouraged essential. applicants well-versed python javascript scala mandatory. proficiency learn us. applicants working data machine learning solve problems applicants demonstrated build code problems applicants initiative code engineers applicants public,6000.0,11000.0,8500.0,High,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JOB-2019-0010031,Permanent,Data Scientist (Human Capital),GOVERNMENT TECHNOLOGY AGENCY,Posted 06 Dec 2019,,Middle Management,Information Technology Public  Civil Service,data sets excellence complex data analysis insights - systems data projects discover technologies 2 professional data science business analytics field -depth basic data (e.g. machine-learning language application statistics) technical expertise data (e.g. r sas) database (e.g. ) excellent communication (written verbal) stakeholder-management self-starter passionate data analysis,5000.0,8000.0,6500.0,High,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
JOB-2019-0106770,Permanent,DevOps Engineer Artificial Intelligence Platforms,GOVERNMENT TECHNOLOGY AGENCY,Posted 06 Dec 2019,,Middle Management,Information Technology Public  Civil Service,managing orchestration maintenance data pipelines data operational planning (private public cloud) developing development operation continuous integration . high- develop tools independent research product automation / / issues environment future- scalability - coding teams environments / excellent problem solving strong orchestration . / management aws scripting e.g. strong understanding apache spark/ systems / ( kafka) strong understanding virtualization testing response machine integrate cloud computing e.g. distributed systems - / - distributed computing,5000.0,8500.0,6750.0,High,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
MCF-2020-0064291,Permanent,Data Scientist - Signal Processing,BIOFOURMIS SINGAPORE PTE. LTD.,Posted 16 Mar 2020,2,Professional,Engineering Healthcare  Pharmaceutical Information Technology,master ph. . biomedical engineering computer science electrical engineering relevant discipline. possess 2 - machine . familiar signal/image . - ( biomedical/healthcare data) plus. software development version control . working linux plus. excellent written verbal communication . player.,4000.0,6500.0,5250.0,Med,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0064779,Permanent,Automation Engineer Java - Backend  /  Workflow  /  UI Analyst (60932),GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Posted 16 Mar 2020,1,Junior Executive,Banking  Finance,core java including sdlc practices junit . databases sql data . flink . frameworks . . technical required attention initiative / technical/analytical drive - initiative improve / face client - - business users / teamwork strong across members participate contribute others - communicates relevant important clear information/new ideas others development. integrate third frameworks development engineering - procedures,4000.0,8000.0,6000.0,Med,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MCF-2020-0064776,Permanent,Automation Engineer Java - Backend / Workflow / UI Associate (60932),GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Posted 16 Mar 2020,3,Executive,Banking  Finance,core java including sdlc practices junit . databases sql data . flink . frameworks . . technical required attention initiative / technical/analytical drive - initiative improve / face client - - business users / teamwork strong across members participate contribute others - communicates relevant important clear information/new ideas others development. integrate third frameworks development engineering - procedures,7500.0,15000.0,11250.0,High,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MCF-2020-0064544,Contract Permanent,Postdoctoral Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,Posted 16 Mar 2020,,Non-executive,Engineering Sciences  Laboratory  R&D,applicants phd degree disciplines. complete apply. period phd may either position . applicants fundamental materials (preferably offshore systems). applicants basic applying learning algorithms. applicants large- . applicants also basic . applicants english ( oral written).,4200.0,5500.0,4850.0,Med,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0064135,Permanent,Data Engineer (Data Platform),LIBERTY WIRELESS PTE. LTD.,Posted 16 Mar 2020,1,Executive,Engineering,- . develop data platforms cloud platform data setting tools data state- - -art methods data processing & analysis. working open 1 ~ 3 relevant (python java scala) bachelors masters degree computer science engineering relevant industry equivalent required. big data technologies ( hadoop /pig java/mapreduce) scaling big data technologies curiosity systems key successful. sql database nosql databases working data ( ) working bash linux environments exposure -time processing pipelines spark-streaming data machine web services (aws) / google cloud plus orchestration tools data data visualization tools plus ( .),5600.0,7400.0,6500.0,High,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
MCF-2020-0063776,Permanent,Robotics Software Engineer (Localisation),MOVEL AI PTE. LTD.,Posted 15 Mar 2020,3,Professional,Information Technology,/ robustness situations ( .e / / environments) domain one sensors debug . / / clean / sensor data. c++ / python slam / proficiency linux scenarios algorithms data collection system (ros) / opencv / / unit . machine learning/deep learning. / / . familiarity open- linear linear algebra libraries. excellent linear algebra . / opencv / / unit . machine learning/deep learning. / / . familiarity open- linear linear algebra libraries. excellent linear algebra .,3500.0,6000.0,4750.0,Med,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
MCF-2020-0063189,Contract Permanent,Scientist (Robotics & Autonomous Systems) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,research development methods - manipulation human- real-world applications. researchers - deep/reinforcement/machine learning. system integration modules multi- - platforms. within systems tests real- deployments. write outcome. phd computer science robotics engineering worked closely research human- publications. machine/deep/reinforcement learning plus. proficient programming (c/c++ python). extensive - implementations . ! motion . pytorch machine learning tools advantageous. analytical problem solving demonstrated - projects. communication .,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063176,Contract Permanent,Scientist (Human Language Technologies) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,ph. computer science electrical/computer engineering fields deep learning approaches platforms (tensorflow/pytorch) machine learning natural language problems natural well state- - -art methods approaches problems used proficiency one programming language (python) passionate research development,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063216,Contract Permanent,Scientist (Robotics & Autonomous Systems) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Information Technology Sciences  Laboratory  R&D,research development interaction & robot application machine learning system integration modules collaborate researchers - robots testing real- collaborate researchers create algorithms developed suitable deployment optimizing algorithms allow real time processing deployment support research department phd computer science electrical mechanical / machine proficient programming (c/c++ / python) track record analytical innovative proven track record solving projects relevant robotics communication,4500.0,9000.0,6750.0,High,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063319,Contract Permanent,Scientist (Robotics & Autonomous Systems) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,research development motion detection camera / lidar coordination drone development testing system integration modules world collaborate researchers - system testing real- algorithms developed suitable deployment optimizing algorithms allow real time processing phd computer science/engineering machine learning 1 - research development development c/c++ python / motion planning works lidar / vision drone advantageous machine learning motion planning communication player resourceful,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0063301,Contract Permanent,Scientist (Visual Intelligence) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,algorithms - - volume - - algorithms ( individual group) behaviour multi- data behaviour . collaborate members research phd computer science/ mathematics computer image/ machine learning tools e.g. tensor,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0063278,Contract Permanent,Research Engineer (Cybersecurity) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,minimum bachelor degree field computer science computer engineering mathematics statistics electrical engineering. cyber security network security system security system integration. hackathons / ethical hacking huge plus. independently translate research ideas programs industry standard coding practices. proficient python c java. basic data analytics machine learning. deliver tight schedule. player research engineering ethics. interpersonal communication .,3900.0,7800.0,5850.0,Med,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063273,Contract Permanent,Research Engineer (Cybersecurity) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,minimum bachelor degree field computer science computer engineering mathematics statistics electrical engineering. cyber security network security system security system integration. hackathons / ethical hacking huge plus. independently translate research ideas programs industry standard coding practices. proficient python c java. basic data analytics machine learning. deliver tight schedule. player research engineering ethics. interpersonal communication .,3900.0,7800.0,5850.0,Med,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063239,Contract Permanent,Research Engineer (Cybersecurity) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,bachelor degree field computer science computer engineering mathematics statistics electrical engineering. cyber security network security system security system integration. hackathons / ethical hacking huge plus. independently translate research ideas programs industry standard coding practices. proficient python c java. basic data analytics machine learning. deliver tight schedule. player research engineering ethics. interpersonal communication . learn willingness learn interest cyber-security domain.,3000.0,5500.0,4250.0,Low,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063246,Contract Permanent,Scientist (Aural Language Intelligence) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,phd computer engineering computer science machine learning proficient python/ matlab/ c++ programming/ asr / deep learning spirit problem-solving excellent verbal written communication track international journals peer-,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0063243,Contract Permanent,Scientist (Aural Language Intelligence) I2R,A*STAR RESEARCH ENTITIES,Posted 13 Mar 2020,,Professional,Sciences  Laboratory  R&D,phd computer engineering computer science machine learning proficient python/ matlab/ c++ asr / deep learning spirit problem-solving excellent verbal written communication track international journals peer-,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
